,Name + autors,Fields,Date,Abstract,Citations,PDF link
822,A Review of Ensemble Methods in Bioinformatics Yang Yang/84534c6fa2dab4768617205b302bfbce9b3bb376,Computer Science,30 November 2010,"This manuscript has been published by Current Bioinformatics, 5, (4):296-308, 2010.   ",330,https://pdfs.semanticscholar.org/8453/4c6fa2dab4768617205b302bfbce9b3bb376.pdf
823,Learning approaches for detecting and tracking news Yang Carbonell/9ffaec3a606fa74ff962817b70a53158ce887847,Computer Science,1 July 1999,The authors extend existing supervised- learning  and unsupervised-clustering algorithms to allow document classification based on the information content and temporal aspects of news events.,389,https://pdfs.semanticscholar.org/9ffa/ec3a606fa74ff962817b70a53158ce887847.pdf
824,INTRODUCTION TO STATISTICAL LEARNING THEORY AND Xue gong/d18f64aa830075ed3e10206907f32c8fb2aa189d,Computer Science,2000,Data based machine learning covers a wide range of topics from pattern recognition to function regression and density estimation.,386,
825,How learning by doing is done%3A problem in novel Hippel Tyre/f91051a9eec34e5dbd999c17fb4b56d76e36a035,Computer Science,1995,In this paper we attempt to provide a better understanding of the learning learning behaviors involved in,494,https://doi.org/10.1016/0048-7333%2893%2900747-H
826,Constructing Biological Knowledge Bases by from Craven Kumlien/9c7f4412b8f0310a91334aed79b8553b2ad70908,"Computer Science, Medicine",6 August 1999,"We have begun a research effort aimed at automatically mapping information from text sources into structured representations, such as knowledge bases.   ",640,https://www.ncbi.nlm.nih.gov/pubmed/10786289
827,Learning to Parse Natural Language with Maximum Ratnaparkhi/e6140a793a4554806eb39d15c018d8f782d2ac1e,Computer Science,1 February 1999,"This paper presents a machine learning system for parsing natural language that learns from manually parsed example sentences, and parses unseen data at state-of-the-art accuracies.",284,https://doi.org/10.1023/A%3A1007502103375
828,Perceptron based learning algorithms Gallant/76cb5a926a789e1f28035fcc7fa01d5900df6d0e,"Computer Science, Medicine",1 June 1990,A key task for connectionist research is the development and analysis of learning  algorithms.,480,https://www.ncbi.nlm.nih.gov/pubmed/18282835
829,Toward Practical Smile Detection Whitehill Littlewort/62f40a5d8f099caaecdbb91fefd7bdfde3f32cf2,"Computer Science, Medicine",1 November 2009,"A new database, GENKI, is presented which contains pictures, photographed by the subjects themselves, from thousands of different people in many different real-world imaging conditions.   ",290,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4785473
830,Data Mining Methods for Knowledge Discovery Cios Pedrycz/dcf351fb987610c09dbb6aa1353382ae6bbce7e6,Computer Science,31 August 1998,Foreword. 1. Data Mining and Knowledge Discovery. 2. Machine Learning . 3. Neural Networks. 4. Bayesian Methods. 5. Fuzzy Sets. 6. Rough Sets. 7. Clustering. 8. Preprocessing. 9. Evolutionary Computing.,595,https://doi.org/10.1109/TNN.1998.728406
831,Explanation based learning%3A An alternative view DeJong Mooney/886b9cd28b77e1a73da7112b95196e661ae8d5a1,,2004,   ,236,https://doi.org/10.1007/BF00114116
832,Predicting Structured Data Bakir Hofmann/2e75ad22a6865c3402925f12317dd0897c67ebe6,Computer Science,1 September 2007,develops intelligent computer systems that are able to generalize from previously seen examples. Machine learning ,378,https://pdfs.semanticscholar.org/1e71/6b39c74dd4967b16eb3a6a2e7220e4e07c97.pdf
833,Scheduling problems with a learning effect Mosheiov/38560977eb78b688fe98bfbec88ce880de8a39dd,Computer Science,1 August 2001,"We show that although the optimal schedule may be very different from that of the classical version of the problem, and the computational effort becomes significantly greater, polynomial-time solutions still exist.   ",328,https://doi.org/10.1016/S0377-2217%2800%2900175-2
834,Ensembles of Learning Machines Valentini Masulli/6b945d00f77367422965531dd3d01694822c52c1,Computer Science,30 May 2002,"We present a brief overview of ensemble methods, explaining the main reasons why they are able to outperform any single classifier within the ensemble, and proposing a taxonomy based on the main ways base classifiers can be generated or combined together.   ",281,https://doi.org/10.1007/3-540-45808-5_1
835,The responsibility gap%3A Ascribing responsibility of Matthias/05c08de1bf91cd52ea1d22e7238e33958b574a23,Computer Science,1 September 2004,"Autonomous, learning machine s, based on neural networks, genetic algorithms and agent architectures, create a new situation, where the manufacturer/operator of the",247,https://doi.org/10.1007/s10676-004-3422-1
836,Explanation Based Learning%3A An Alternative View DeJong Mooney/25410751c2c70e6bda917a2d6b1e99b43497929a,Computer Science,2 March 1986,This paper outlines six specific problems with the previously proposed framework and presents an alternative generalization method for explanation-based learning  of new concepts.,166,https://doi.org/10.1023/A%3A1022898111663
837,Scheduling with general job dependent learning Mosheiov Sidney/756b7ce274c31eb1d021846882c35cd0be679397,Computer Science,16 June 2003,"We extend the setting studied so far to the case of job-dependent learning learning curves, that is, we allow the",283,https://doi.org/10.1016/S0377-2217%2802%2900358-2
838,Learning Patterns from Unix Process Execution for Lee Stolfo/8371978db157cd49488fecde9b3e9bd3b8146b04,Computer Science,1997,We show that our methods can accurately distinguish all abnormal executions of sendmail from the normal ones provided in a set of test traces.   ,331,https://doi.org/10.7916/D8B56RF2
839,Connectionist expert systems Gallant/e22d10b9e55bb6ed3adfd2f5136a5972fc683565,Computer Science,1 February 1988,Connectionist networks can be used as expert system knowledge bases for classification problems.   ,688,http://dl.acm.org/citation.cfm?id=42377
840,Learning with genetic algorithms%3A An overview DeJong/e316ada2fd1717d49d4c3c84681325ae8665785d,Computer Science,1 May 1988,This paper provides a brief overview of how one might use genetic algorithms as a key element in learning  systems.,220,https://doi.org/10.1007/BF00113894
841,Lifelong Learning Algorithms Thrun/dde691805cfa7d6f1bb88c7411c1c3377b6cdc67,Computer Science,1 May 1998,"has not yet succeeded in the design of robust Machine learning algorithms that generalize well from very small datasets, even if the number of potentially relevant features is large.",296,https://doi.org/10.1007/978-1-4615-5529-2_8
842,Learning by Transduction Gammerman Vovk/008abebf4a9404db9050c9d2fbca769f4faf3ca6,"Computer Science, Mathematics",24 July 1998,"We describe a method for predicting a classification of an object given classifications of the objects in the training set, assuming that the pairs object/classification are generated by an i.d. process from a continuous probability distribution.   ",366,https://arxiv.org/pdf/1301.7375.pdf
843,Classification and modeling with linguistic to data Ishibuchi Nakashima/6965c8e2dcd6ecf2a5f3f9320de5fced37391e42,Computer Science,1 November 2004,   ,405,
844,Applications of Support Vector Machines in Ivanciuc/572d3c5fe5a2908d308701fc88dc4484d44fba14,Chemistry,14 February 2007,   ,340,https://doi.org/10.1002/9780470116449.CH6
845,Knowledge Discovery with Support Vector Machines Hamel/b7d89441fcf28ca1a365af4d739709a7075a5db2,Computer Science,3 August 2009,"Knowledge Discovery with Support Vector Machine machine s is an in-depth, easy-to-follow introduction to support vector",236,https://doi.org/10.1002/9780470503065
846,Support vector machines %3A theory and applications Wang/e5ecac3aa41e359aa3a5d25943d0af72ff91df25,Mathematics,2005,   ,492,https://doi.org/10.1007/B95439
847,Performance evaluation of fuzzy classifier systems Ishibuchi Nakashima/0fbad208057b68ec5dc71a28375ec298983dd68c,"Computer Science, Medicine",1 October 1999,We examine the performance of a fuzzy genetics-based machine learning method that automatically generates fuzzy if-then rules for multidimensional pattern classification problems with continuous attributes.,490,https://www.ncbi.nlm.nih.gov/pubmed/18252338
848,Hierarchical document categorization with support Cai Hofmann/9664778568004b26d3a51db03c2d2a0a865a136b,Computer Science,13 November 2004,We propose a novel hierarchical classification method that generalizes Support Vector Machine learning and that is based on discriminant functions that are structured in a way that mirrors the class hierarchy.,393,http://dl.acm.org/citation.cfm?id=1031186
849,Learning to Predict Rare Events in Event Sequences Weiss Hirsh/a1f94bd5954fbbdbf8aebfabe2760fc73c05eab8,Computer Science,27 August 1998,Timeweaver is a genetic algorithm based machine learning system that predicts rare events from sequences of events with categorical features by identifying predictive temporal and sequential patterns.,272,http://www.aaai.org/Library/KDD/1998/kdd98-065.php
850,Unsupervised Learning of Distributions of Binary Freund Haussler/939d584316be99e2db3fec3fbf7d71f22a477f67,"Mathematics, Computer Science",2 December 1991,"We present a distribution model for binary vectors, called the influence combination model and show how this model can be used as the basis for unsupervised learning  algorithms for feature selection.",330,http://nips.djvuzone.org/djvu/nips04/0912.djvu
851,Tutelage and socially guided robot learning Thomaz Breazeal/e9862146f11fb22df97231b3cccf0e95e8fc2749,Computer Science,28 September 2004,We view the problem of machine learning as a collaboration between the human and the,163,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1389954
852,WEKA%3A The Waikato Environment for Knowledge Garner/9308cfdabf5303534b97d9ce5bfbb2c919a3f9cb,Engineering,1996,   ,491,
853,Handling concept drifts in incremental learning Syed Liu/c26bdb2c2b62212c26b4f2e91ea5f9011656a56c,Computer Science,1 August 1999,"We propose three ctiteria to evaluate robustness and reliability of incremental learning Machine methods, and use them to study the robustness of an incremental training method for Support Vector",249,http://dl.acm.org/citation.cfm?id=312267
854,Selecting Features for Intrusion Detection%3A A on 99 Kayacik Zincir Heywood/60e28c7da56eb61dd8ddb710a6f079ef02668014,Computer Science,2005,"KDD 99 intrusion detection datasets, which are based on DARPA 98 dataset, provides labeled data for researchers working in the field of intrusion detection and is the only labeled dataset publicly available.   ",345,http://www.lib.unb.ca/Texts/PST/2005/pdf/kayacik.pdf
855,Support Vector Machines and Kernel Methods%3A The New Cristianini Sch%C3%B6lkopf/62ec643e5415b6ab89f7186d3631f5549fd8a0cc,Computer Science,1 September 2002,"Kernel methods, a new generation of learning  algorithms, utilize techniques from optimization, statistics, and functional analysis to achieve maximal generality, flexibility, and performance.",184,https://doi.org/10.1609/aimag.v23i3.1655
856,Learning to Learn%3A Introduction and Overview Thrun Pratt/3e06c979b01b1c235017495d7d3a2769bb6a81bc,Computer Science,1 May 1998,"Over the past three decades or so, research on machine learning and data mining has led to a wide variety of algorithms that learn general functions from experience.",203,https://doi.org/10.1007/978-1-4615-5529-2_1
857,Large scale kernel machines Bottou Chapelle/63f27307cb028f9341544fff32eceb2c3c652bf2,Computer Science,1 September 2007,Pervasive and networked computers have dramatically reduced the cost of collecting and distributing large datasets.   ,277,https://pdfs.semanticscholar.org/63f2/7307cb028f9341544fff32eceb2c3c652bf2.pdf
858,Algebraic Analysis for Nonidentifiable Learning Watanabe/b6b743de242a2987b3ed0349d90971fdf7ed2faf,"Mathematics, Medicine",1 April 2001,This article clarifies the relation between the learning learning curve and the algebraic geometrical structure of a nonidentifiable,192,https://doi.org/10.1162/089976601300014402
